Frequency (Hz),Amplitude
102.25,0.6246447121427641
102.5,0.7044943191826119
102.75,0.7759358696972799
103.0,0.8501914595572612
103.25,0.9190980234689083
103.5,0.9775636272470124
103.75,1.0320531379817377
104.0,1.0739424141897813
104.25,1.1054841992855808
104.5,1.1291377894985113
104.75,1.1462611843635082
105.0,1.1530019992130907
105.25,1.1582053130891694
105.5,1.161787980730822
105.75,1.161983808035426
106.0,1.165428370770686
106.25,1.1740598902125743
106.5,1.181851726091887
106.75,1.1974555336562271
107.0,1.2183852322034887
107.25,1.254950140272222
107.5,1.2975955947550262
107.75,1.3617244042409136
108.0,1.436222905233264
108.25,1.5250981712877318
108.5,1.6246477005914506
108.75,1.7269692133335393
109.0,1.831462604261179
109.25,1.9358380459754219
109.5,2.0400406613637134
109.75,2.1419113989698455
110.0,2.2456478057126676
110.25,2.3605235634940738
110.5,2.4737967274648933
110.75,2.599592347559103
111.0,2.7326530599092305
111.25,2.871038713668181
111.5,3.0128446225027563
111.75,3.1622568251036927
112.0,3.307223893579154
112.25,3.4531480922126097
112.5,3.6045127410676505
112.75,3.7552917366876986
113.0,3.9101659915727813
113.25,4.075041680723599
113.5,4.235168876376922
113.75,4.397122973145171
114.0,4.556051807670797
114.25,4.701414614587565
114.5,4.828121614829191
114.75,4.93694765653119
115.0,5.023430742807667
115.25,5.083473171190136
115.5,5.1265266392781115
115.75,5.149128774592712
116.0,5.155780009078243
116.25,5.154062820965389
116.5,5.135691153837133
116.75,5.097941678810241
117.0,5.025826683357211
117.25,4.916288674163095
117.5,4.752591118727628
117.75,4.532103660617169
118.0,4.2449225649016205
118.25,3.892583050907441
118.5,3.4884980532310177
118.75,3.035949368912896
119.0,2.551100538305905
119.25,2.057269927039257
119.5,1.5761847023415652
119.75,1.1395912907073271
120.0,0.8279113979842594
120.25,0.7464210255425836
120.5,0.9118174336978851
120.75,1.1812577370389474
121.0,1.452528116676444
121.25,1.7026875118941678
121.5,1.9120585380529653
121.75,2.0798893145939523
122.0,2.2137510436677292
122.25,2.316994142630215
122.5,2.401722315067403
122.75,2.484378223010647
123.0,2.568819892650392
123.25,2.662097622789357
123.5,2.770493072944548
123.75,2.8929153316032026
124.0,3.020683952841447
124.25,3.1550586449423164
124.5,3.287384235788794
124.75,3.4003685158218406
125.0,3.498903959469921
125.25,3.5701882391883424
125.5,3.612865271856337
125.75,3.6365254312679567
126.0,3.6410650899304327
126.25,3.625411973697905
126.5,3.6101576642235376
126.75,3.5924032513846673
127.0,3.5688056579670127
127.25,3.556864962919388
127.5,3.5442920912432365
127.75,3.5369005064153187
128.0,3.5259703746399254
128.25,3.5112823945759555
128.5,3.4765839291789216
128.75,3.423300565900899
129.0,3.3389864484100564
129.25,3.2203138194969156
129.5,3.0603841228236908
129.75,2.8605469547857254
130.0,2.6125620872781368
130.25,2.3292544569335605
130.5,2.0104752426720047
130.75,1.66554194245563
131.0,1.3110049590040043
131.25,0.9746046964224436
131.5,0.6900700145830289
131.75,0.5492622400159474
132.0,0.616614117193618
132.25,0.7955369012910628
132.5,0.9893854193022841
132.75,1.1617700075646455
133.0,1.2933021375324416
133.25,1.3804211168925915
133.5,1.4209305116011228
133.75,1.4229063498263816
134.0,1.384526322196244
134.25,1.3181279107081405
134.5,1.2319337592731536
134.75,1.1272990261457259
135.0,1.0193987585610929
135.25,0.9099009629675214
135.5,0.8035455850222076
135.75,0.7047296764449578
136.0,0.6184881387942214
136.25,0.5490177072688928
136.5,0.495725842814027
136.75,0.4641113479539303
137.0,0.4557995726773829
137.25,0.46649153401213256
137.5,0.4886751154044878
137.75,0.5140465273296252
138.0,0.5415573190920683
138.25,0.552194558141312
138.5,0.5474126446181911
138.75,0.5267029922083853
139.0,0.48758813449396926
139.25,0.43553374481513984
139.5,0.3844511717297194
139.75,0.3477200732170061
140.0,0.34120111102359285
140.25,0.37862189871806207
140.5,0.44148543038308125
140.75,0.5150714976817015
141.0,0.5924909171467754
141.25,0.6675607691395513
141.5,0.7296035073778295
141.75,0.7824502639119226
142.0,0.8229624321431127
142.25,0.8513997600222801
142.5,0.8615602548935364
142.75,0.8633806114279658
143.0,0.8494754441555525
143.25,0.8319944164920697
143.5,0.8076005694880786
143.75,0.7790859810524656
144.0,0.7453328008611103
144.25,0.7100725828315749
144.5,0.6683766596414722
144.75,0.6227597107687805
145.0,0.5777424046246632
145.25,0.5323211439146183
145.5,0.4900829665518795
145.75,0.46790098767758814
146.0,0.4738051256084135
146.25,0.504633107383576
146.5,0.5740568443634405
146.75,0.6584481074793986
147.0,0.7489905413304565
147.25,0.8438263015420989
147.5,0.9354191651962939
147.75,1.0163865439231385
148.0,1.0872473860119847
148.25,1.1464959985336909
148.5,1.1988508202140813
148.75,1.2421825758183753
149.0,1.286393429958075
149.25,1.3204708065472055
149.5,1.3527518772243994
149.75,1.3843649093918806
150.0,1.408055163589458
150.25,1.4261671741597866
150.5,1.4436672004681368
150.75,1.4533856473601385
151.0,1.4510283164999556
151.25,1.448949690399385
151.5,1.4303803224620224
151.75,1.4031267563347516
152.0,1.36551432809001
152.25,1.3126613602562485
152.5,1.2461229078154101
152.75,1.1679053378965265
153.0,1.0759487578354303
153.25,0.9692904338060669
153.5,0.8608476550333276
153.75,0.7428169765493314
154.0,0.6263303580957857
154.25,0.5144771385192836
154.5,0.40658387140567015
154.75,0.3072906394385005
155.0,0.22451318755674232
155.25,0.15092308829373172
155.5,0.0946362688314138
155.75,0.054454383658697196
156.0,0.023157360259379776
156.25,0.004049480482630016
156.5,0.013063648058577598
156.75,0.02465438548990564
157.0,0.0341651670590001
157.25,0.038944829135232874
157.5,0.046353765679224675
157.75,0.04780697125496418
158.0,0.04464219692216471
158.25,0.0394099362536775
158.5,0.03806850384694706
158.75,0.05642935774656792
159.0,0.09286817629137296
159.25,0.1376222559071099
159.5,0.1959637209653298
159.75,0.2547510451352033
160.0,0.3120339466123788
160.25,0.37268824900189407
160.5,0.421963370916346
160.75,0.46116376866251085
161.0,0.4910365863486646
161.25,0.5051203108115054
161.5,0.510105438739751
161.75,0.511672446313484
162.0,0.5048591950459698
162.25,0.4904006525403138
162.5,0.47756668648163636
162.75,0.4587638401363335
163.0,0.4367567363252101
163.25,0.4147900689054549
163.5,0.3966425279527005
163.75,0.37272478772350726
164.0,0.3589398463284618
164.25,0.3494524362962982
164.5,0.3430815541034116
164.75,0.3481094582656971
165.0,0.3530826407569602
165.25,0.35693046244918775
165.5,0.367663618059281
165.75,0.3736871770877559
166.0,0.38840413485477976
166.25,0.40772634814039027
166.5,0.43143735712326226
166.75,0.46246738939879667
167.0,0.5025384718699714
167.25,0.5376444751482101
167.5,0.5763778504825271
167.75,0.6074942443907089
168.0,0.6322815273306742
168.25,0.6528073767402689
168.5,0.6575817402546438
168.75,0.6489939603769712
169.0,0.6370314423536065
169.25,0.6067377704871659
169.5,0.5719012811513272
169.75,0.5287753791020401
170.0,0.4703521711919749
170.25,0.4116158724497399
170.5,0.3480047756541236
170.75,0.2795268265051084
171.0,0.2152358489230576
171.25,0.14879403509986316
171.5,0.08945543406817183
171.75,0.047028394264334805
172.0,0.04692355678880157
172.25,0.07747939957502076
172.5,0.1059087741248624
172.75,0.12947432981615337
173.0,0.1540255291309661
173.25,0.16952506018504912
173.5,0.19146172851447932
173.75,0.21014857984650762
174.0,0.22730317392502009
174.25,0.24089030067654948
174.5,0.25501975331050586
174.75,0.261368876012889
175.0,0.270543288984401
175.25,0.2745555456952923
175.5,0.27934694699013407
175.75,0.28470170231180764
176.0,0.2881771180982248
176.25,0.29003927754323916
176.5,0.2972284636803365
176.75,0.300432537648706
177.0,0.3049518188233013
177.25,0.3163542940607942
177.5,0.32174355607591065
177.75,0.32705017336450143
178.0,0.3358898334089381
178.25,0.34273261600738647
178.5,0.34907664277430306
178.75,0.35500477923063817
179.0,0.36038077627902315
179.25,0.3655155671129186
179.5,0.37282100508036425
179.75,0.38180184781497156
180.0,0.3892879142989072
180.25,0.400952782689153
180.5,0.4139680560866243
180.75,0.4254166889386156
181.0,0.4384816092261264
181.25,0.4563303850716861
181.5,0.46292623861067217
181.75,0.4676389818458893
182.0,0.4694075117454744
182.25,0.46081210814918633
182.5,0.4534036875386673
182.75,0.4471087258837196
183.0,0.45004910947989235
183.25,0.4499700111424545
183.5,0.46455288751023416
183.75,0.4818318754523859
184.0,0.5038342903392768
184.25,0.5347642489680321
184.5,0.565014476843167
184.75,0.5980021283377106
185.0,0.6305131576673575
185.25,0.6611273655260012
185.5,0.6888509717327447
185.75,0.713020825106021
186.0,0.7347425122692369
186.25,0.7512364900297482
186.5,0.7658047271797583
186.75,0.7782874847652289
187.0,0.7867152636862209
187.25,0.795142457761034
187.5,0.8077039532715007
187.75,0.8190021356024069
188.0,0.8304591026556818
188.25,0.8459842979323741
188.5,0.8571429681887888
188.75,0.8706378685973591
189.0,0.8811330246001475
189.25,0.8885245183476331
189.5,0.889891642447344
189.75,0.8913371029752283
190.0,0.8879777193191535
190.25,0.8763963667412884
190.5,0.8654601479379512
190.75,0.8514814206713681
191.0,0.8274029995259878
191.25,0.8062037854420262
191.5,0.7847583363334729
191.75,0.7672395968639801
192.0,0.7567376329292214
192.25,0.7605802725567136
192.5,0.7709067857978844
192.75,0.7933088469752188
193.0,0.8252686053192564
193.25,0.8531665898160119
193.5,0.8886543485017588
193.75,0.931323974090619
194.0,0.970843178470465
194.25,1.0185594921239796
194.5,1.07235937326468
194.75,1.1299340908912285
195.0,1.1824677839895181
195.25,1.2421687250335618
195.5,1.293628726867465
195.75,1.3444606771916465
196.0,1.3944174357320984
196.25,1.4366019028290404
196.5,1.471842747493466
196.75,1.5001279698996142
197.0,1.5179439759925266
197.25,1.5210224978483187
197.5,1.5160006595025322
197.75,1.4958355545718742
198.0,1.462645073845355
198.25,1.4232571743826072
198.5,1.37301228847786
198.75,1.3153144875828748
199.0,1.2574048452207267
199.25,1.207530217115949
199.5,1.1697891672544214
199.75,1.1536916832928759
200.0,1.1632200047698171
200.25,1.1870295623945586
200.5,1.2178273065341043
200.75,1.249652485693196
201.0,1.272117389796918
201.25,1.2826617591414584
201.5,1.2863464936378715
201.75,1.2746095658313479
202.0,1.2582155345832018
202.25,1.2359758582064913
202.5,1.2128211223339105
202.75,1.1842297989000832
203.0,1.1600598440475056
203.25,1.1391327895797607
203.5,1.1133509288844365
203.75,1.092663871882685
204.0,1.0682097351274449
204.25,1.032291116461675
204.5,0.9932116823659277
204.75,0.9533651454904433
205.0,0.8996480982956502
205.25,0.8460037452479561
205.5,0.7897779513253677
205.75,0.7309528182996119
206.0,0.6778263208939761
206.25,0.62758117154233
206.5,0.5783707351178422
206.75,0.5319721293733022
207.0,0.4938753187699231
207.25,0.45862843389276303
207.5,0.43043834430210937
207.75,0.4121325662182285
208.0,0.3984588781774679
208.25,0.3904221355414234
208.5,0.3810937754866556
208.75,0.3811481699759197
209.0,0.3665861655050899
209.25,0.3558614752947453
209.5,0.3427524750588587
209.75,0.31873792515553
210.0,0.2950396251626352
210.25,0.2674317922872478
210.5,0.23583236338813954
210.75,0.19907259156065388
211.0,0.16485638529475113
211.25,0.12441557420909409
211.5,0.0880562215527747
211.75,0.0631349169432678
212.0,0.057325564064963905
212.25,0.08246433050921792
212.5,0.11280639528693422
212.75,0.14607753348743918
213.0,0.18213209954435527
213.25,0.21534972109264075
213.5,0.24893743990247416
213.75,0.2835272621791141
214.0,0.3161703588000055
214.25,0.3441983356284433
214.5,0.3733828539909714
214.75,0.3986590060560044
215.0,0.4183560153752334
215.25,0.4405557384441031
215.5,0.4531556891164899
215.75,0.46443892917756263
216.0,0.477684150277466
216.25,0.4905248380568235
216.5,0.5008306063684143
216.75,0.5203297035586393
217.0,0.5310286297267498
217.25,0.5490983885178323
217.5,0.5668821479815904
217.75,0.5834635066718153
218.0,0.5945114374093694
218.25,0.6078923305945029
218.5,0.6236337686153558
218.75,0.6314775002158862
219.0,0.6444132533820744
219.25,0.6608305993809359
219.5,0.6703268801718957
219.75,0.6817678153606977
220.0,0.6983068938064163
220.25,0.713257809427038
220.5,0.7331000702045223
220.75,0.7674442162447185
221.0,0.8011000316012623
221.25,0.8344307565205777
221.5,0.8755794918744133
221.75,0.915390629191716
222.0,0.9537185260643484
222.25,0.9903525766926932
222.5,1.0260773765849285
222.75,1.0505043780736603
223.0,1.0785677888013114
223.25,1.1000908010740864
223.5,1.110099827900921
223.75,1.1154804681966783
224.0,1.1183419278994517
224.25,1.108666060572228
224.5,1.0979524901411157
224.75,1.0842473407623567
225.0,1.0580155341355741
225.25,1.025920893446365
225.5,0.9902746902579153
225.75,0.9438777142450476
226.0,0.8939754990009409
226.25,0.848805350378645
226.5,0.8056454929874554
226.75,0.7703861390974456
227.0,0.7478686301666295
227.25,0.7389618926599623
227.5,0.7385386386257554
227.75,0.746985383792199
228.0,0.7580414661629244
228.25,0.7632716307291644
228.5,0.7594131523381427
228.75,0.7418442835188019
229.0,0.7180784189840724
229.25,0.694742249805194
229.5,0.6757919367263618
229.75,0.6599489472971657
230.0,0.6442771649742317
230.25,0.636431278357456
230.5,0.6240740359007917
230.75,0.6095061637805099
231.0,0.5969797278721024
231.25,0.5793525216680584
231.5,0.5623834963095934
231.75,0.5540397231505122
232.0,0.5462865261498308
232.25,0.5350916993942851
232.5,0.5312480454208028
232.75,0.5271716507200176
233.0,0.5193083054309234
233.25,0.5104450800188493
233.5,0.5067306437167137
233.75,0.4983112586992526
234.0,0.4944923082115433
234.25,0.49939240270352653
234.5,0.5105038598589203
234.75,0.5174373380588918
235.0,0.5311516635517175
235.25,0.5452086740758006
235.5,0.5559620005567839
235.75,0.5770792251635705
236.0,0.6043201293904551
236.25,0.6333228880507298
236.5,0.6661335603739142
236.75,0.7095462350815348
237.0,0.7476075869082033
237.25,0.7908896546193932
237.5,0.8390752545639919
237.75,0.8888887885823122
238.0,0.934008240701441
238.25,0.9849529116447535
238.5,1.036737907915608
238.75,1.0860795977068307
239.0,1.140589584434396
239.25,1.1920302973189327
239.5,1.2393107562860917
239.75,1.281748532803113
240.0,1.3240200231272439
240.25,1.356498701965951
240.5,1.3844902449183332
240.75,1.4130476352544292
241.0,1.4264034229351479
241.25,1.4348046758670052
241.5,1.4380099111270166
241.75,1.4305479394454896
242.0,1.4128781393147816
242.25,1.3967321017114476
242.5,1.3743026455611167
242.75,1.3428215158301975
243.0,1.319448317155872
243.25,1.303411668277502
243.5,1.2940572373647945
243.75,1.29875810458358
244.0,1.3155309961217694
244.25,1.3326767230915415
244.5,1.355119275021683
244.75,1.3736546355762527
245.0,1.387859978263087
245.25,1.3944457873524265
245.5,1.402205109291804
245.75,1.3883939541339763
246.0,1.3706707155490194
246.25,1.3478018933418763
246.5,1.3146030579607835
246.75,1.2741518200175945
247.0,1.2423777919588308
247.25,1.2062494999174218
247.5,1.173833215989471
247.75,1.1507745838280474
248.0,1.1286368698061617
248.25,1.1070244545870318
248.5,1.0908254269983038
248.75,1.0706171296014861
249.0,1.0438391051647091
249.25,1.0212356385112162
249.5,1.0014793710957712
249.75,0.9773532107975076
250.0,0.9615294465286397
250.25,0.9505674479887759
250.5,0.9362417843309886
250.75,0.9301732742807899
251.0,0.9254940079008432
251.25,0.9175742147318054
251.5,0.9104801764323462
251.75,0.910410194109626
252.0,0.9008598260708349
252.25,0.8910981763261003
252.5,0.8845427901830443
252.75,0.873179785033597
253.0,0.8559170677313732
253.25,0.846124814924094
253.5,0.8330829466013893
253.75,0.8210031973324532
254.0,0.8077950861429508
254.25,0.8026790627567127
254.5,0.794084766979729
254.75,0.7884086881286295
255.0,0.7938853622758106
255.25,0.7888377786316367
255.5,0.7923500828251502
255.75,0.7947172565591103
256.0,0.7948472321982837
256.25,0.7957389491511336
256.5,0.8012564261440204
256.75,0.8043129593106825
257.0,0.8013053013895105
257.25,0.8050162468795408
257.5,0.8070571305672929
257.75,0.8065650791697933
258.0,0.8110815883537211
258.25,0.8183733060785774
258.5,0.8174260484202002
258.75,0.8209729459857278
259.0,0.8262623709941267
259.25,0.8290086943922186
259.5,0.8290689360697018
259.75,0.8316403205991483
260.0,0.8311100035056285
260.25,0.8231386745207715
260.5,0.8259387848730515
260.75,0.8234128041404128
261.0,0.8150007185055077
261.25,0.8136709306935829
261.5,0.8092949435809487
261.75,0.7948146427330622
262.0,0.7857542899328311
262.25,0.7711261560301258
262.5,0.7536974949529225
262.75,0.7354748121445439
263.0,0.7248986321295218
263.25,0.7030856873621092
263.5,0.6875606679920675
263.75,0.6735401084399427
264.0,0.6552866024272641
264.25,0.6428925751422582
264.5,0.6327787462156501
264.75,0.6247947707230617
265.0,0.6154739843334859
265.25,0.6124928537302966
265.5,0.6040631593465947
265.75,0.5936666029850582
266.0,0.5885974836341505
266.25,0.5843272169131889
266.5,0.5752287885625107
266.75,0.5709419490470029
267.0,0.5668079765921025
267.25,0.5524633337991313
267.5,0.5423656958880836
267.75,0.537185786067302
268.0,0.5261623713320726
268.25,0.5162735913000821
268.5,0.5120142686516517
268.75,0.49762917928719685
269.0,0.4808850024204317
269.25,0.47084104758696466
269.5,0.4586810076688142
269.75,0.44070983725990875
270.0,0.42368248710728107
270.25,0.40583618312227426
270.5,0.38151615432674596
270.75,0.36139186281098423
