Frequency (Hz),Amplitude
531.5,9.689937323242363
2106.25,9.670322373081913
1047.0,9.596419563810509
516.25,9.417298010108324
531.75,9.313083623752386
532.25,9.23766863892471
532.0,9.203541451631631
536.5,9.20288124862064
2110.25,9.192421065412708
537.0,9.179179612315432
534.75,9.174891248947498
536.25,9.136102358233664
534.0,9.12557416487438
534.5,9.11202702325135
536.75,9.076582939017044
535.0,9.072123471186902
536.0,9.062674369387333
534.25,9.058994532369312
533.75,9.01404903888618
535.25,9.013225327228753
535.5,9.012716095547496
537.25,9.00257213516942
535.75,9.002305527876574
538.75,8.975189427642041
532.5,8.970507827893703
533.25,8.945524549938707
537.5,8.934331758184609
539.25,8.930850786658612
2106.0,8.915734373526094
533.0,8.906676709910986
516.0,8.90482363636583
538.0,8.889520062124515
532.75,8.876923259010566
539.0,8.87347113084948
533.5,8.872986867546334
540.25,8.872699637104736
540.75,8.865099514481424
538.5,8.860734075107288
541.75,8.854836428611895
540.0,8.853480284712065
539.5,8.85344934144747
1049.75,8.849490119699851
537.75,8.848123559421776
1046.75,8.843997563445942
538.25,8.832435115553006
541.0,8.814291315667838
541.5,8.806023911529637
540.5,8.798480377548877
539.75,8.780649889972711
542.0,8.715684957457379
541.25,8.689705971708907
542.25,8.663606624208215
515.75,8.593799056115913
1577.0,8.55760995010277
2646.0,8.53504437519906
542.5,8.493558604585763
1576.5,8.407003092784734
542.75,8.372824817859252
515.5,8.357021445894445
2645.75,8.293793659755185
543.0,8.27885326922201
543.25,8.223705117411686
2110.5,8.102471666417301
2646.25,8.09125208149558
1575.0,8.015643700339432
543.5,7.993720738033311
515.25,7.969445667583634
2105.75,7.955058032111942
543.75,7.86791925516747
544.25,7.848024868420335
544.0,7.847071787376603
515.0,7.762883147058779
2645.5,7.705482381602649
1577.25,7.699801752779226
544.5,7.695533812450889
2646.5,7.667744171940979
1046.5,7.656579138203902
544.75,7.596401333238646
514.75,7.523280769298667
545.0,7.4377119785822465
1577.5,7.397934498699239
2646.75,7.333160458928741
545.25,7.331969624843364
545.5,7.223157407301895
2110.75,7.200112075774701
514.5,7.16294425481341
2105.5,7.114739056678387
545.75,7.101224827734748
1574.75,7.093160781692767
2645.25,7.057193763181133
1050.0,6.916197491110061
546.0,6.914595273722206
1577.75,6.897204502213847
514.25,6.832673185352122
1574.5,6.797173745299186
514.0,6.786252963958464
546.25,6.778934036566161
2647.25,6.755108285854584
2111.0,6.660548067945529
513.75,6.660363651126469
546.5,6.659261158740219
1046.25,6.569387445166636
546.75,6.502995107409971
2105.25,6.426629894707384
1578.0,6.389905594864694
2111.25,6.351109796458506
547.25,6.347378826962606
2645.0,6.343254492967858
547.0,6.317847146358084
547.5,6.283702417461506
513.5,6.2317316455639
513.0,6.2080595680140105
2647.5,6.205724470776479
547.75,6.195992543830587
513.25,6.148273261258958
548.0,6.143236082471447
2111.5,6.122532409241519
548.25,6.051592291108636
548.75,6.023546526100128
549.0,5.988337637495872
1574.25,5.941376460515712
549.5,5.936926244385208
1050.25,5.918846586508555
1046.0,5.90920349990229
548.5,5.901863503447276
1578.25,5.896444051479594
2111.75,5.88977640490638
512.75,5.879972885322856
549.25,5.872919323518067
549.75,5.854369901548003
512.5,5.849322648859871
2105.0,5.841280031859793
550.0,5.831626705569977
550.25,5.78837260408678
512.25,5.724862153091052
550.75,5.702647041136316
2112.0,5.678645267406595
550.5,5.633935879281895
2647.0,5.632887120330087
551.25,5.603984807900384
2647.75,5.574384945904425
551.5,5.499647247057712
2112.25,5.484932372103796
551.0,5.46615785692803
552.0,5.454353437565629
1045.75,5.431580577444009
512.0,5.428323961050272
2644.75,5.418514726384209
551.75,5.38050636733283
511.75,5.359337122836284
1574.0,5.356935888887516
1578.5,5.35590372008434
2112.5,5.345691752074372
552.25,5.33358700959551
2104.75,5.284929177932288
552.75,5.283286833016129
552.5,5.19763910360493
511.5,5.184849143536671
553.0,5.172234920832714
2112.75,5.160441675290532
116.0,5.155780009078243
116.25,5.154062820965389
115.75,5.149128774592712
116.5,5.135691153837133
115.5,5.126526639278112
1050.5,5.118591396386184
116.75,5.097941678810241
115.25,5.083473171190136
117.0,5.025826683357211
115.0,5.023430742807667
511.25,5.016707618360758
553.25,5.00108300756662
2648.0,4.999232720362621
2113.0,4.996969793175464
553.5,4.9756050744710345
114.75,4.93694765653119
117.25,4.916288674163095
511.0,4.872100881302276
1578.75,4.860422669103985
1045.5,4.834848631769523
114.5,4.828121614829191
2113.25,4.808459680075028
510.75,4.806410497105507
2104.5,4.793057545743485
510.5,4.784025604807547
553.75,4.76138444623138
117.5,4.752591118727628
1573.75,4.746996076167067
114.25,4.701414614587565
2113.5,4.642641610991824
554.0,4.63923915784772
114.0,4.556051807670797
554.5,4.551672742344694
554.25,4.548328095696889
117.75,4.532103660617169
2644.5,4.525238522683937
2648.25,4.513702879267724
3190.5,4.502047094857031
510.0,4.498772243218836
2113.75,4.487442574671769
2104.25,4.471257026096728
1579.0,4.447400677810503
554.75,4.436777862991061
510.25,4.409664343593181
113.75,4.397122973145171
1045.25,4.367132046317351
509.75,4.355327325318186
3191.75,4.35273972350404
2114.0,4.3445941853962085
1050.75,4.305373292354358
555.0,4.285528197661277
118.0,4.2449225649016205
555.25,4.236428490654406
3190.75,4.235914552295781
113.5,4.235168876376922
2104.0,4.234310532292453
1576.75,4.224668467450675
509.5,4.198680976713363
509.25,4.184782139035367
2114.25,4.17966650840627
509.0,4.174763302837961
2648.5,4.1704181665278846
555.5,4.076351900133813
113.25,4.075041680723599
2103.75,4.067538853519043
3192.0,4.056794800204954
3190.25,4.0345714905512935
1579.25,4.023389699190972
1045.0,4.016036897873415
2114.5,4.004311072715225
1573.5,3.9542562392737857
508.75,3.928935420972341
113.0,3.910165991572781
555.75,3.898768122417799
2103.5,3.893026387929124
118.25,3.892583050907441
556.0,3.8789652620925104
2114.75,3.877202925703083
2648.75,3.852747414451125
508.25,3.84755528532464
508.5,3.8471433707705263
2644.25,3.826305166169324
1051.0,3.7885419525366513
2115.0,3.7567580374697007
112.75,3.7552917366876986
2103.25,3.7390688543132224
556.25,3.674193472420799
1044.75,3.6588289746958
2115.25,3.647619261928104
1579.5,3.6450574818887698
126.0,3.6410650899304327
125.75,3.6365254312679567
508.0,3.62611771103858
126.25,3.625411973697905
125.5,3.612865271856337
126.5,3.6101576642235376
112.5,3.6045127410676505
2103.0,3.598181143090851
126.75,3.5924032513846678
556.5,3.5891922140783468
125.25,3.5701882391883424
127.0,3.5688056579670127
2649.0,3.568509179914988
127.25,3.556864962919388
127.5,3.5442920912432365
2115.5,3.5411384010995306
127.75,3.5369005064153187
556.75,3.536179257922362
3191.5,3.5352350352087925
128.0,3.5259703746399254
128.25,3.5112823945759555
125.0,3.498903959469921
507.5,3.4948512605767
557.0,3.49415134539595
118.5,3.4884980532310177
128.5,3.4765839291789216
2102.75,3.4732469119265352
507.25,3.4704438490824128
112.25,3.4531480922126097
507.75,3.448085538396007
3191.0,3.43339285789813
2115.75,3.4304055097318504
128.75,3.423300565900899
3190.0,3.419498681471504
1051.25,3.41245925024605
124.75,3.4003685158218406
2644.0,3.345932673041444
557.25,3.3418532321014265
129.0,3.3389864484100564
2649.25,3.3353933515872085
2116.0,3.333291225401282
1579.75,3.3189661600270184
112.0,3.307223893579154
2102.5,3.302512710626053
557.5,3.292340536564612
124.5,3.287384235788794
1044.5,3.2582448811882294
507.0,3.228774381814188
129.25,3.220313819496916
1573.25,3.213459849428788
2116.25,3.21191615116975
506.75,3.188558324996503
111.75,3.1622568251036927
124.25,3.1550586449423164
2102.25,3.11445779946082
2116.5,3.1132740075792413
2649.5,3.107111424082276
557.75,3.0876397378072458
129.5,3.0603841228236908
1044.25,3.059971736366314
3189.75,3.055273320839984
2643.75,3.0499881555958903
3192.25,3.048031665253586
506.5,3.044815322541347
3191.25,3.041272534372348
118.75,3.035949368912896
124.0,3.020683952841447
506.25,3.0153918929848533
111.5,3.0128446225027563
1580.0,3.011565699601684
2116.75,3.003384570098806
506.0,2.9567817433239143
1051.5,2.937793687340789
505.75,2.929283281135512
2102.0,2.927400243119494
558.0,2.9170280062658773
2117.0,2.9103484358657363
123.75,2.8929153316032026
505.0,2.887928857939968
2649.75,2.885868942627417
3189.5,2.8836356354133845
111.25,2.871038713668181
129.75,2.8605469547857254
2643.5,2.839525854681272
558.25,2.837757577300618
504.25,2.831545863460263
2101.75,2.8193900099862166
2117.25,2.8134739690706128
505.25,2.8131748573018087
505.5,2.8104966719002
3189.25,2.807164746857864
504.0,2.801318697139993
3743.75,2.800725894890678
503.75,2.799778911840774
504.5,2.7830539393774787
1044.0,2.782853559904473
123.5,2.770493072944548
504.75,2.7588892327775545
558.5,2.7538211507420063
3189.0,2.746801403726734
1580.25,2.746008148710985
111.0,2.7326530599092305
2650.0,2.722906676350508
2117.5,2.720959669998452
503.5,2.717385143443741
558.75,2.6917728379005874
1573.0,2.689483106559181
2643.25,2.675656770912852
4305.25,2.6703366566339115
503.25,2.6671622018397785
123.25,2.662097622789357
2117.75,2.6403068368261704
3743.5,2.6198969805751284
130.0,2.6125620872781368
3188.75,2.6100846752399547
1051.75,2.607448488191395
2101.5,2.6047461877582787
110.75,2.599592347559103
4305.5,2.5979613653648985
559.0,2.5801487221105077
3744.0,2.5773416688452158
501.75,2.572132627972797
123.0,2.568819892650392
2650.25,2.568406602732678
2118.0,2.55583324358265
119.0,2.551100538305905
502.75,2.5381926495741025
503.0,2.530913965968664
3192.5,2.5302936782447683
502.0,2.5293122333293647
2098.5,2.5289879672204445
2643.0,2.526512583393421
2098.75,2.523470730402619
2118.25,2.50711749501152
1580.5,2.5054685021916767
1043.75,2.5042398419988245
501.25,2.4941555891087472
1572.75,2.489272392048871
122.75,2.484378223010647
4305.0,2.4798607373195707
559.25,2.4761903199860518
110.5,2.4737967274648933
2098.25,2.468925019130393
502.25,2.4682218729278067
2099.0,2.459390100898745
2118.5,2.4526598855410247
502.5,2.4480190328900124
1572.5,2.4230864766515365
2650.5,2.4227232131448067
2098.0,2.4214663094367848
2097.0,2.419086047315587
2101.25,2.4021397487787697
122.5,2.401722315067403
501.5,2.401012822762068
2097.75,2.3949188686835585
2118.75,2.3927611323324736
560.0,2.388634082555333
1052.0,2.3873656378697725
559.5,2.386851059414979
501.0,2.382182952365181
559.75,2.3713910770270146
3188.5,2.3710730247365053
2642.75,2.3690279277393724
4305.75,2.365491215263124
110.25,2.3605235634940738
2096.75,2.3599125937478864
1043.5,2.3331100877636803
2096.5,2.3319434519484945
130.25,2.3292544569335605
385.5,2.326451011857271
386.0,2.322913239487816
2119.0,2.321849526880285
122.25,2.316994142630215
385.25,2.312854891841904
385.75,2.311866358335791
386.25,2.308423013921455
500.75,2.3074591836601126
1572.25,2.3072873206997584
3745.5,2.299458291322095
1580.75,2.2988378157877207
385.0,2.296993178271898
384.75,2.296166883976003
2099.25,2.295248482772287
386.5,2.294609282415163
2650.75,2.292380661581587
2097.25,2.287841078440207
2100.5,2.28489694008708
560.25,2.275900500589961
386.75,2.275095090305388
384.5,2.2729607171264723
2119.25,2.272680235709597
2096.25,2.267370133984103
384.25,2.2507288066720967
2097.5,2.2490868891407607
387.0,2.2462859468111684
110.0,2.245647805712668
384.0,2.237071498635076
500.5,2.2365832720775622
2642.5,2.2316899004235093
383.75,2.227563136022157
3743.25,2.219582921221426
383.5,2.215780758815252
122.0,2.213751043667729
383.25,2.213169324628412
560.75,2.211713190915344
1052.25,2.206965899688932
387.25,2.2039657720018546
2101.0,2.2038475831251225
561.0,2.201561460528667
383.0,2.187551556787734
3745.25,2.18214285419964
2119.5,2.1792627570905188
500.25,2.178023839633525
1043.25,2.1749091557231752
2651.0,2.172782354598244
1570.75,2.1645008961198453
2100.75,2.1609481626264704
560.5,2.159764996413473
1571.0,2.1594320720351488
387.5,2.1562329854475277
3192.75,2.155790138277618
2119.75,2.143631230889463
109.75,2.141911398969845
382.75,2.1373164498533392
1571.25,2.13651727857662
4306.0,2.133707093432597
2100.25,2.133359021504039
2096.0,2.1259273347733383
4304.75,2.123140470864689
3744.25,2.121472250585112
2120.0,2.119643939747875
1572.0,2.116993080524948
1581.0,2.1167739213134102
